dates,episodes,votes,rating
19-06-02,The Town Where Everything Began,2162,9.6
19-06-02,Thunder Spears,2061,9.6
19-06-02,Descent,2098,9.6
19-06-02,Perfect Game,3477,9.8
19-06-02,Hero,14362,9.9
19-06-02,Midnight Sun,0,0.0
19-06-02,The Basement,0,0.0
19-06-02,Episode #3.20,0,0.0
19-06-02,Episode #3.21,0,0.0
19-06-02,Episode #3.22,0,0.0
