dates,episodes,votes,rating
19-06-19,The Town Where Everything Began,3112,9.6
19-06-19,Thunder Spears,3062,9.6
19-06-19,Descent,3185,9.6
19-06-19,Perfect Game,5720,9.9
19-06-19,Hero,18739,10.0
19-06-19,Midnight Sun,6762,9.9
19-06-19,The Basement,2559,9.3
19-06-19,That Day,4473,9.9
19-06-19,Attack on Titan,0,0.0
19-06-19,To the Other Side of the Wall,0,0.0
