dates,episodes,votes,rating
19-06-08,The Town Where Everything Began,2672,9.6
19-06-08,Thunder Spears,2596,9.6
19-06-08,Descent,2687,9.6
19-06-08,Perfect Game,4585,9.8
19-06-08,Hero,16974,10
19-06-08,Midnight Sun,5046,9.9
19-06-08,The Basement,0,0.0
19-06-08,Episode #3.20,0,0.0
19-06-08,Episode #3.21,0,0.0
19-06-08,To the Other Side of the Wall,0,0.0
