dates,episodes,votes,rating
19-07-01,The Town Where Everything Began,3501,9.7
19-07-01,Thunder Spears,3463,9.7
19-07-01,Descent,3597,9.6
19-07-01,Perfect Game,6598,9.9
19-07-01,Hero,20045,10.0
19-07-01,Midnight Sun,7662,9.9
19-07-01,The Basement,3346,9.3
19-07-01,That Day,6223,9.9
19-07-01,The Attack Titan,2554,9.7
19-07-01,To the Other Side of the Wall,779,9.7
