dates,episodes,votes,rating
19-06-26,The Town Where Everything Began,3347,9.6
19-06-26,Thunder Spears,3304,9.6
19-06-26,Descent,3452,9.6
19-06-26,Perfect Game,6332,9.9
19-06-26,Hero,19625,10.0
19-06-26,Midnight Sun,7407,9.9
19-06-26,The Basement,3136,9.3
19-06-26,That Day,5902,9.9
19-06-26,The Attack Titan,1943,9.8
19-06-26,To the Other Side of the Wall,0,0.0
