dates,episodes,votes,rating
19-06-04,The Town Where Everything Began,2438,9.6
19-06-04,Thunder Spears,2355,9.6
19-06-04,Descent,2409,9.6
19-06-04,Perfect Game,4065,9.8
19-06-04,Hero,15634,9.9
19-06-04,Midnight Sun,3424,9.9
19-06-04,The Basement,0,0
19-06-04,Episode #3.20,0,0
19-06-04,Episode #3.21,0,0
19-06-04,Episode #3.22,0,0
