dates,episodes,votes,rating
19-06-13,The Town Where Everything Began,2846,9.6
19-06-13,Thunder Spears,2778,9.6
19-06-13,Descent,2880,9.6
19-06-13,Perfect Game,4934,9.8
19-06-13,Hero,17762,10.0
19-06-13,Midnight Sun,5785,9.9
19-06-13,The Basement,1506,9.2
19-06-13,That Day,0,0.0
19-06-13,The Attack Titan,0,0.0
19-06-13,To the Other Side of the Wall,0,0.0
