dates,episodes,votes,rating
19-06-22,The Town Where Everything Began,3218,9.6
19-06-22,Thunder Spears,3174,9.6
19-06-22,Descent,3306,9.6
19-06-22,Perfect Game,6035,9.9
19-06-22,Hero,19147,10.0
19-06-22,Midnight Sun,7074,9.9
19-06-22,The Basement,2810,9.3
19-06-22,That Day,5300,9.9
19-06-22,The Attack Titan,0,0.0
19-06-22,To the Other Side of the Wall,0,0.0
